fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2018-2019,Sep,31,UTTAR PRADESH,3142,BANDA,1094756,169.806906229798,32,22,1451.41920416,7662,0,15920,1268420,397542,84751,732,173,142.73455,3748.01851416,39414,55296,122148,273774,305,211877,447148,23582,2153.86476,544197,81,74.4,59.41,101.41,NA
2018-2019,Sep,31,UTTAR PRADESH,3143,FATEHPUR,2158856,168.159201012099,31,40,1272.338580901,9120,8,20725,1403025,615075,98265,82,31,136.756,3768.410210901,44782,50439,140125,210845,38,265959,370202,29845,2359.31563,633408,87,68.43,45.38,113.43,NA
2018-2019,Sep,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,4167983,180.747918843523,30,99,4943.161667994,6152,12,10814,4608135,1009545,77626,4498,299,329.52691,13601.796687994,152696,172116,244277,332551,77,363494,475226,16966,8329.10811,2219561,45,59.29,63.61,112.76,NA
2018-2019,Sep,31,UTTAR PRADESH,3152,MAHARAJGANJ,2358932,186.73518618674,29,536,2591.0227741,11961,0,8841,3350346,900412,103426,16096,2766,294.84343,9142.1410451,113768,142063,211227,388036,153,325400,554542,20802,6256.274841,1293324,71,58.64,59.9,109.9,NA
2018-2019,Sep,31,UTTAR PRADESH,3154,GORAKHPUR,2423678,178.660732494901,31,102,740.905637805,9786,4,15331,2612496,748799,70458,7043,719,166.75356,5575.163687805,82840,91643,163887,237013,85,371701,493486,25117,4667.50449,1036955,75,53.59,61.13,112.29,NA
2018-2019,Sep,31,UTTAR PRADESH,3159,BALLIA,2369189,178.03874501979,32,92,1407.820983083,5302,5,21763,2298347,377800,36272,57709,4795,203.38868,5703.157818083,70940,79171,152056,220347,99,294014,399208,27065,4091.948155,870437,73,77.56,72.94,144.8,NA
2018-2019,Sep,31,UTTAR PRADESH,3161,VARANASI,785266,179.911592886616,20,64,457.246587054,3652,5,7696,535104,215918,55064,2022,533,65.598,1485.558717054,25947,32308,71469,135514,16,154097,250008,11348,962.71413,248118,71,55.92,46.05,105.63,NA
2018-2019,Sep,31,UTTAR PRADESH,3167,AMROHA,1140988,190.7300969541,26,80,986.564434301,3430,21,3136,1267507,374262,53133,219,33,142.51499,3546.596754301,47550,59358,104291,178835,321,150859,245421,6566,2417.51733,299236,6,75.94,82.03,124.43,NA
2018-2019,Sep,31,UTTAR PRADESH,3172,KUSHI NAGAR,2835537,193.588345589963,32,224,1364.900370026,9043,3,20944,3106618,974651,100188,4736,419,318.10534,7697.056100026,96472,114999,187578,301651,213,398805,574467,29987,6014.05039,1090549,57,88.4,81.28,121.92,NA
2018-2019,Sep,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,533338,169.302434109885,30,10,369.233382367,4582,4,9385,593564,254376,44704,3656,368,65.07,1439.221682367,19368,25501,49811,101515,27,130788,234336,13967,1004.9183,250915,81,85.53,39.12,118.32,NA
2018-2019,Dec,31,UTTAR PRADESH,3130,HARDOI,5463034,176.041021789784,37,182,1824.462452459,30279,1,17013,4586599,1752597,145354,4228,378,394.03808,10292.796277459,123030,137058,251329,354767,630,565899,732085,47292,8074.295745,1110012,77,71.05,57.78,120.66,NA
2018-2019,Dec,31,UTTAR PRADESH,3146,BAHRAICH,3529779,170.00831075586,38,344,2146.448879408,43448,0,20538,4426536,781764,75634,24269,2809,347.386,10019.313958008,114514,140733,215325,352951,541,440552,639748,63986,7525.4790786,1610467,85,68.34,38.36,109.92,NA
2018-2019,Dec,31,UTTAR PRADESH,3147,GONDA,4536041,170.406885110764,43,147,5791.063909673,21979,161,21399,4871788,1035492,52211,12179,477,433.07948,14526.005569673,112540,122058,181186,226375,1075,322809,389764,43378,8301.86218,1734995,71,55.1,56.35,118.12,NA
2018-2019,Dec,31,UTTAR PRADESH,3154,GORAKHPUR,3558352,172.8344428623,35,107,978.581493072,16044,1,10641,3232603,915720,70516,8610,742,258.8742,6824.507078072,90101,100283,164646,237943,290,374462,496618,26685,5587.051385,1276746,74,51.49,58.39,112.31,NA
2018-2019,Dec,31,UTTAR PRADESH,3157,AZAMGARH,6187203,171.217314385843,35,126,5019.670886573,17413,24,19563,4946794,1928612,120976,4861,374,444.63293,13934.071651573,140262,150971,235496,300212,181,483447,585586,36976,8469.767835,1999955,66,51.96,51.58,124.83,NA
2018-2019,Dec,31,UTTAR PRADESH,3163,SONBHADRA,1911505,171.900091525213,36,162,1958.241506502,16717,7,14745,2688221,891693,123286,816435,120722,235.40279,6814.698655902,74319,106020,153294,377605,515,342228,757947,31462,4621.0543594,1199073,85,77.46,44.54,105,NA
2018-2019,Dec,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,8093,149.564288063137,21,0,0,74,79,146,9123,2068,548,62,14,0,13.64475,429,485,1270,1769,1,16004,18472,220,13.64475,1415,24,11.3,91.64,113.23,NA
2018-2019,Dec,31,UTTAR PRADESH,3167,AMROHA,1358792,179.812404359209,33,100,1114.934485951,5222,11,3158,1889884,531834,53241,302,33,182.16242,4695.342765951,56645,71658,104632,179245,755,151361,246058,8380,3398.24586,435033,6,74,78.64,117.53,NA
2018-2019,Dec,31,UTTAR PRADESH,3170,KAUSHAMBI,1208734,158.689466170115,40,94,569.681918142,11057,1,9613,1274657,683211,88570,477,71,109.64101,2702.069316942,31787,40256,77401,146346,285,208221,338702,20670,2022.7463888,580584,88,77.51,37.13,111.57,NA
2018-2019,Dec,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,3157819,171.11908281093,40,114,3114.005247381,9728,5,14340,3331396,1203847,93465,5679,515,285.63396,9100.293487381,82257,98914,143750,247592,713,269545,426995,24068,5700.65428,1472029,66,63.55,62.28,102.93,NA
2018-2019,Dec,31,UTTAR PRADESH,3177,CHITRAKOOT,1999864,167.713073317592,40,53,763.618676603,7673,0,12642,1553829,784345,83456,193,6,123.94705,3493.540096603,37974,58601,80864,166781,1123,126693,247297,20315,2605.97437,682193,72,64.75,54.2,104.65,NA
2018-2019,Dec,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,1984505,165.855103370853,36,36,1830.258647979,12839,2,8654,1930283,781244,99941,3669,497,197.94989,5229.681402979,53182,62497,115575,208615,277,247004,394345,21493,3201.472865,816436,74,63.36,51.49,103.25,NA
2018-2019,Dec,31,UTTAR PRADESH,3180,KASHGANJ,1099210,165.270739769841,34,97,802.67620619,2748,1,2061,1109318,230987,24861,971,71,81.51229,2717.56656119,32182,38944,61126,112534,316,130439,206880,4809,1833.378065,264705,27,60.2,77,110.99,NA
2018-2019,Oct,31,UTTAR PRADESH,3119,MATHURA,677066,166.062189466999,33,33,380.2716631,914,44,4137,862831,310757,40242,1617,247,81.76446,1894.8721731,25546,35626,57658,100806,99,129496,215456,5051,1432.83605,294496,21,67.99,85.8,126.88,NA
2018-2019,Oct,31,UTTAR PRADESH,3124,BUDAUN,1651889,174.999129478703,27,187,777.150852864,6652,16,11102,1377910,265911,43467,837,82,179.66926,3368.150617864,49267,54461,127550,181301,102,254018,339774,17754,2411.330505,286240,67,60.74,59.34,116.16,NA
2018-2019,Oct,31,UTTAR PRADESH,3129,SITAPUR,4959040,171.389432134866,33,456,1732.148134636,44083,1,52349,4827361,2088742,326046,6764,909,543.06401,10548.798749636,142082,191060,350135,702318,298,623112,1099454,96432,8273.586605,1554324,85,73.98,30.21,117.96,NA
2018-2019,Oct,31,UTTAR PRADESH,3133,RAE BARELI,2015541,164.725930114935,28,135,2878.780759181,17694,0,16731,2090833,657591,115789,4533,825,232.39712,6555.321985581,72527,86524,178447,327410,277,312030,517891,34425,3444.1441064,820962,66,41.05,30.46,100.46,NA
2018-2019,Oct,31,UTTAR PRADESH,3139,JHANSI,3376500,167.064439025542,47,209,1716.806941229,7782,1,11164,2329295,782375,84720,25457,1853,248.25212,5856.482686229,49533,73315,108283,225711,1795,187102,372851,18946,3891.423625,859880,52,57.33,54.03,117.63,NA
2018-2019,Oct,31,UTTAR PRADESH,3149,AYODHYA,2530728,167.545153675482,33,105,1692.737761742,12745,1,12342,1860967,734314,87754,4125,367,180.4868,4991.184581742,55322,64021,129397,213156,539,229579,349496,25087,3117.96002,726444,66,65.7,62.67,117.78,NA
2018-2019,Oct,31,UTTAR PRADESH,3150,SULTANPUR,2186308,176.881370660672,37,88,1970.88402009,13643,4,24227,2423532,714012,61266,5814,398,285.03107,6542.69171009,64541,74086,135934,199757,186,291069,394291,37870,4286.77662,971885,82,53.3,30.18,115.67,NA
2018-2019,Oct,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,4959810,179.31987984048,30,101,4956.666757994,6605,11,10891,4734706,1038980,77565,4637,299,442.68269,13889.618557994,154327,174045,244365,332572,137,364135,475811,17496,8490.26911,2277798,44,55.34,59.2,113.12,NA
2018-2019,Oct,31,UTTAR PRADESH,3153,BASTI,4635614,176.876795486483,37,132,3211.668922471,11973,12,22865,4543685,1192342,96892,2496,146,363.37845,11611.771797471,120878,145932,231455,358913,921,358824,529121,34838,8036.724425,2003970,58,69.67,64.93,131.82,NA
2018-2019,Oct,31,UTTAR PRADESH,3161,VARANASI,865742,171.647042331218,23,68,461.838587054,3812,3,8037,659844,263312,55113,2414,533,72.73361,1667.174907054,28451,35668,71670,135791,50,154614,250728,11849,1132.60271,305392,70,56.92,44.53,104.99,NA
2018-2019,Oct,31,UTTAR PRADESH,3171,CHANDAULI,1468411,179.11916361852,34,152,1356.28440257,4571,5,12528,1516222,516680,77075,8356,1021,147.5079,4219.63646757,43906,63209,95371,208172,205,233087,443342,17099,2715.844165,569720,70,67.28,52.81,109.84,NA
2018-2019,March,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,610159,172.865560487753,40,13,370.144587192,2622,0,897,598336,178447,12158,1109,87,43.59564,1448.057107192,14672,15604,32195,40048,281,82686,102117,3519,1034.31688,145951,2,52.3,72.79,106.3,NA
2018-2019,March,31,UTTAR PRADESH,3118,ALIGARH,1950411,175.835042613012,32,108,2540.436120752,4911,5,3172,1821040,577220,46267,2022,161,242.93842,5985.401000752,55266,61688,105032,150265,153,194641,263594,8083,3202.02646,429722,25,61.57,71.04,101.25,NA
2018-2019,March,31,UTTAR PRADESH,3139,JHANSI,3959905,179.037559433647,58,294,4193.213345722,14545,1,7176,3686464,1223442,84525,37591,1846,438.4736,11231.842120722,63554,95039,108508,225378,4687,188023,373182,21721,6600.155175,1334921,50,56.39,49.05,114.26,NA
2018-2019,March,31,UTTAR PRADESH,3143,FATEHPUR,3307205,177.014523255005,43,147,2759.744877152,21447,0,15278,3393764,1438288,98337,298,18,516.2482,9283.448242152,78568,90740,140964,211461,753,268715,372982,36725,6007.455165,1428294,84,65.63,53.12,114.09,NA
2018-2019,March,31,UTTAR PRADESH,3149,AYODHYA,3459067,176.303790710522,47,147,2913.614766035,19016,1,11643,3716269,1419964,88269,7096,375,533.5392,9999.077086035,78765,92961,131312,215378,2746,233469,354170,30659,6551.92312,1469385,62,56,51.98,116.62,NA
2018-2019,March,31,UTTAR PRADESH,3160,GHAZIPUR,3567593,179.273623337769,39,80,1853.622837355,15448,6,7194,3207813,779641,74558,20606,1361,514.89006,8119.275492355,81720,95669,158809,262404,1102,345900,529255,22642,5750.762595,1174329,64,58.58,50.39,143.18,NA
2018-2019,March,31,UTTAR PRADESH,3166,HATHRAS,541759,175.009861092447,29,28,394.959957684,1915,0,950,565556,161276,17678,391,44,114.69454,1499.433267684,19374,22251,38205,59716,190,73591,106626,2865,989.77877,72413,17,54.6,69.58,105.86,NA
2018-2019,March,31,UTTAR PRADESH,3176,SHRAVASTI,1658186,168.56875720833,42,98,645.538148788,6468,0,4938,1620521,556630,49699,9377,1334,190.18547,3567.415728788,38149,48130,72529,136708,723,128146,215929,11406,2731.69211,528915,64,76.52,61.56,114.43,NA
2018-2019,March,31,UTTAR PRADESH,3177,CHITRAKOOT,2336900,173.722178701995,48,59,1646.65094349,10108,0,12493,2253103,1056837,83491,193,6,251.84415,5812.63471349,46726,72673,81039,166915,2292,127415,248325,22601,3914.13962,977686,73,56.44,45.35,108.44,NA
2018-2019,March,31,UTTAR PRADESH,3182,HAPUR,101826,177.304892597118,33,13,5.461437015,305,47,45,138311,69073,3550,37,6,6.27025,256.963857015,4104,4512,7908,9086,14,12350,14167,350,245.23217,46395,0,49,66.2,104.57,NA
2018-2019,Feb,31,UTTAR PRADESH,3112,SAHARANPUR,931455,169.716905342079,24,83,526.704853855,2203,1,3608,977129,422086,61421,1692,205,75.68155,2260.739503855,40293,47722,80390,124544,140,119470,175255,5811,1658.3531,308951,13,63.9,88.44,111.33,NA
2018-2019,Feb,31,UTTAR PRADESH,3119,MATHURA,1032263,171.460625075757,38,33,790.384978516,1196,17,4276,1072510,381333,40219,2539,247,94.55024,2723.867568516,28138,39153,57797,100940,154,129890,215988,5472,1838.93235,360713,20,59.93,77.4,131.1,NA
2018-2019,Feb,31,UTTAR PRADESH,3121,FIROZABAD,1416394,172.895393859838,43,53,458.051791705,5381,2,1859,1619599,767292,39284,1969,109,117.39666,3375.660521705,37467,43102,68309,92204,336,140918,182015,7240,2800.21207,513682,55,83.01,80.71,107.5,NA
2018-2019,Feb,31,UTTAR PRADESH,3123,MAINPURI,1663679,162.923871662112,40,106,606.253351185,6759,8,6237,1943744,599837,42729,2308,148,129.54601,3902.622341185,47978,58720,86826,131597,598,158367,224822,12996,3166.82298,557108,71,61.87,53.45,113.17,NA
2018-2019,Feb,31,UTTAR PRADESH,3127,SHAHJAHANPUR,2479502,173.006400034412,31,208,1844.85005344,16326,1,10105,2301522,711309,86614,666,81,157.47708,5984.10749164,74085,87318,156816,260162,479,311236,461637,26431,3981.7803582,481796,72,55.07,40.66,117.52,NA
2018-2019,Feb,31,UTTAR PRADESH,3134,FARRUKHABAD,999561,174.859293465006,31,46,455.759102914,6845,0,7184,1078333,140573,15106,968,67,93.5566,2434.881167914,33752,38452,63916,89243,3,151487,194605,14029,1885.565465,276365,68,70.61,56.93,112.14,NA
2018-2019,Feb,31,UTTAR PRADESH,3139,JHANSI,3947971,171.752038542339,56,285,2884.206629711,13660,1,7651,3524332,1173581,84740,36461,1852,308.93562,9246.254304711,62019,92565,108542,225952,4272,187995,374038,21311,6053.112055,1279910,50,56.47,51.23,114.71,NA
2018-2019,Feb,31,UTTAR PRADESH,3141,HAMIRPUR,2278057,165.396957245327,46,60,1353.80147475,7478,6,9313,2229230,551986,52189,1257,74,159.23603,5200.11609475,48149,72085,88699,179331,1185,163730,315961,16791,3687.07859,859365,60,63.61,66.48,111,NA
2018-2019,Feb,31,UTTAR PRADESH,3142,BANDA,2717608,168.012452131019,42,28,2241.574816173,13974,0,15495,2340242,641927,84756,1473,173,229.31122,6402.784006173,55675,79868,122350,274066,1458,212390,447843,29469,3931.89797,1038421,82,69.94,53.39,101.54,NA
2018-2019,Feb,31,UTTAR PRADESH,3144,PRATAPGARH,4008371,170.364061155681,46,88,6236.806797453,36362,4,17712,6172967,3115526,126335,9589,419,522.52698,17275.851052453,131390,148613,189707,262445,2160,379556,519704,54074,10516.517275,2806560,79,49.49,48.03,118.76,NA
2018-2019,Feb,31,UTTAR PRADESH,3148,BARABANKI,3406019,173.33570924116,40,84,2398.229587036,19006,1,11766,3657409,1482005,136135,2120,158,205.158,8942.983417036,91279,110132,196406,324293,1297,448700,647795,30772,6339.59583,1003284,66,58.58,57.14,101.33,NA
2018-2019,Feb,31,UTTAR PRADESH,3154,GORAKHPUR,4189370,173.040586664721,39,115,1007.542810241,18841,0,9539,3892547,1086972,70585,10482,754,259.66786,8002.896835241,97586,109550,164946,238273,489,376122,498512,28380,6735.686165,1530175,73,52.62,57.67,114.36,NA
2018-2019,Feb,31,UTTAR PRADESH,3167,AMROHA,1898773,180.124382215427,36,106,1114.934485951,6160,8,3262,2204045,616047,53262,421,33,182.16242,5267.119345951,60486,77179,104750,179352,1115,151706,246517,9422,3970.02244,500421,6,67.41,70.65,115.7,NA
2018-2019,Feb,31,UTTAR PRADESH,3169,AURAIYA,1154874,163.867207184358,35,49,403.527075753,10804,0,8636,1198604,531458,51945,4643,569,69.18163,2436.827605753,33922,38269,70833,106623,102,132963,186508,19440,1964.1189,399345,83,52.02,30,109.53,NA
2018-2019,Feb,31,UTTAR PRADESH,3172,KUSHI NAGAR,4975141,180.456208809841,43,266,2482.007431845,19327,2,16622,5086925,1564839,100227,7101,429,467.01172,12128.691151845,117834,142383,188207,302192,1416,401445,577563,35949,9179.672,1756069,55,76.09,67.66,123.2,NA
2018-2019,Feb,31,UTTAR PRADESH,3183,SHAMLI,387527,156.607286529065,40,5,116.3872246,413,0,948,391517,38604,2559,238,13,18.499106,748.0304806,9718,10670,17840,21563,84,36526,43255,1361,613.14415,96196,6,61.98,78.2,125.49,NA
2018-2019,May,31,UTTAR PRADESH,3117,BULANDSHAHR,47047,108.970961773652,11,5,27.941020665,525,755,1655,31889,7245,11025,0,0,5.37812,68.068890665,2740,3027,28923,41059,0,106238,138330,2180,34.74975,8590,44,88.97,76.6,169.95,NA
2018-2019,May,31,UTTAR PRADESH,3127,SHAHJAHANPUR,750365,136.456096973589,14,56,621.97947713,2372,170,15826,311425,100448,86532,51,80,42.46369,1089.40156713,21994,24939,154262,257456,0,305588,455368,18198,424.9584,85956,75,57.67,26.16,145.39,NA
2018-2019,May,31,UTTAR PRADESH,3129,SITAPUR,1083909,128.487913864882,21,263,755.109593001999,3586,97,73666,1667241,768527,326236,1856,904,144.41117,3041.723943002,77189,102046,346087,697091,4,615292,1089046,77252,2142.20318,574690,87,83.25,19.4,122.5,NA
2018-2019,May,31,UTTAR PRADESH,3136,KANPUR DEHAT,124699,167.342888540378,16,39,180.53384042,856,49,14464,181088,73547,55077,1041,842,25.37179,508.94352042,11293,12937,70603,127552,0,212262,327668,15320,303.03789,67046,81,81.91,32.88,113.3,NA
2018-2019,May,31,UTTAR PRADESH,3141,HAMIRPUR,87671,124.83280099253,19,19,708.415742471,1206,11,9784,265181,76540,51972,190,74,74.36996,1113.818572471,13418,18874,87028,177127,0,161008,312265,10990,331.03287,103934,60,79.3,63.9,156.66,NA
2018-2019,May,31,UTTAR PRADESH,3143,FATEHPUR,661441,145.370696254879,23,22,606.014988171,2742,109,22639,585188,262732,98207,30,31,64.104,1520.810858171,25400,28453,139395,210367,1,264766,369219,25381,850.69187,275055,88,70.13,36.84,113.3,NA
2018-2019,May,31,UTTAR PRADESH,3152,MAHARAJGANJ,722742,89.47330135384,21,394,1665.577864769,5079,73,10165,1717559,480864,103546,7318,2765,100.12151,3302.456114769,79133,96400,210103,386860,18,323251,552049,15244,1536.75674,663659,73,67.91,55.77,113.16,NA
2018-2019,May,31,UTTAR PRADESH,3153,BASTI,1031129,112.933999990189,24,87,1532.600331868,3038,88,26409,2038530,544220,96890,1109,146,90.60292,3925.396721868,84102,99773,230273,357740,10,356753,526910,29447,2302.19347,902052,59,90.6,82.82,141.2,NA
2018-2019,May,31,UTTAR PRADESH,3158,JAUNPUR,412400,183.67067063439,20,53,1738.003727463,6793,212,20805,800123,323942,97865,3566,1509,143.6836,3351.27860746299,38596,40699,172899,225441,1,387032,479767,27598,1469.59128,351111,74,89.16,68.5,107.01,NA
2018-2019,May,31,UTTAR PRADESH,3159,BALLIA,1316800,89.9157746434654,17,49,1032.113072177,1701,151,19203,637035,115130,36083,16775,4748,101.3548,1706.262827177,36816,40627,150066,218435,0,290264,395429,20904,572.794955,240668,76,80.05,59.85,202.05,NA
2018-2019,May,31,UTTAR PRADESH,3160,GHAZIPUR,535139,71.1089139764077,18,20,723.747655567,1183,502,14593,463710,127366,74585,4405,1341,49.88235,1103.369150567,25463,28297,158193,262251,1,340194,523455,15776,329.739145,173729,71,70.45,42.64,174.83,NA
2018-2019,May,31,UTTAR PRADESH,3172,KUSHI NAGAR,794603,137.413261939854,22,163,974.478335434,4083,38,23309,1574747,499211,100476,2342,421,131.61924,3270.008795434,69934,81710,187318,301927,8,397674,574147,27392,2163.91122,556328,58,90.67,80.18,127.34,NA
2018-2019,May,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,844258,105.722451463697,21,82,934.59276771,3187,60,15222,903705,351766,93768,1548,520,104.55286,1994.56470771,42410,49147,143171,247482,1,267679,425441,18409,955.41908,401623,75,71.92,57.37,102.23,NA
2018-2019,May,31,UTTAR PRADESH,3177,CHITRAKOOT,386339,143.251927381248,16,12,393.350148933,660,14,15227,184966,100512,83513,37,4,38.04395,696.361458933,11342,16644,79386,165189,0,124858,245284,15887,264.96736,82789,74,77.65,35.24,109.17,NA
2018-2019,May,31,UTTAR PRADESH,3181,AMETHI,545273,253.151994178249,16,20,643.6600519,2221,95,16822,262464,82466,57319,1506,836,91.00546,1399.0983619,15593,17622,108347,182111,0,218737,334927,19043,664.43285,90068,79,40.39,24.89,137.87,NA
2018-2019,May,31,UTTAR PRADESH,3182,HAPUR,0,30.3838646169313,15,5,0,30,236,115,23873,10496,3320,0,5,1.20762,8.46116,1544,1645,7391,8537,0,11223,12980,145,7.25354,6833,0,77.44,86.22,121.05,NA
2018-2019,May,31,UTTAR PRADESH,3183,SHAMLI,38758,111.726353574634,18,2,53.904409,65,86,756,50145,4242,2581,0,16,13.095246,123.024835,2731,3004,17261,21377,0,35558,42674,821,56.02518,12902,8,71.13,81.41,140.88,NA
2018-2019,Aug,31,UTTAR PRADESH,3110,MORADABAD,1081999,170.55284412545,27,131,365.019950008,4173,68,5470,1176337,284657,35788,191,17,89.37508,2460.671240008,42356,51883,92312,148245,79,157714,233669,9643,2006.27621,366924,70,92.83,83.24,107.85,NA
2018-2019,Aug,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,263075,165.845578301985,23,9,137.784424132,821,10,1227,182837,58021,11770,456,86,16.52081,457.532314132,7681,8086,30126,37877,5,78268,97442,2048,303.22708,39810,3,40.33,63.12,111.54,NA
2018-2019,Aug,31,UTTAR PRADESH,3133,RAE BARELI,1388241,164.318732422733,25,122,2752.192857501,12888,0,17839,1648436,555309,115797,3711,825,214.95712,5675.839117501,64813,76278,178331,327369,90,311499,517275,30727,2708.68914,653898,64,41.2,33.54,100.48,NA
2018-2019,Aug,31,UTTAR PRADESH,3140,LALITPUR,2092068,167.101980314555,35,92,1701.77600518899,2575,0,8931,1903132,461823,60643,158751,18650,98.21582,4980.163085189,53738,76666,116990,234175,1169,173825,329230,11506,3180.17126,706352,59,81.24,82.15,100.63,NA
2018-2019,Aug,31,UTTAR PRADESH,3141,HAMIRPUR,548463,165.210990788315,29,36,965.211585229,3276,6,9150,793883,221153,52062,526,74,125.90612,2402.699675229,26495,38687,87660,177937,50,161742,313178,12426,1311.58197,311696,59,68.89,67.25,128.41,NA
2018-2019,Aug,31,UTTAR PRADESH,3142,BANDA,905178,172.415516930197,30,20,1421.254646624,6928,0,14474,1113661,355396,84750,708,173,142.73455,3484.113566624,36129,50537,122121,273751,202,211721,446955,21402,1920.12437,476801,79,74.79,59.36,101.42,NA
2018-2019,Aug,31,UTTAR PRADESH,3144,PRATAPGARH,1664358,159.486138842689,34,66,4231.43338729,5031,55,37630,3106667,1606594,126055,4282,422,269.49427,9455.63090229,90647,100336,187979,260780,125,371859,511121,42661,4954.703245,1427321,80,50.76,48.8,114.79,NA
2018-2019,Aug,31,UTTAR PRADESH,3146,BAHRAICH,2292619,185.162309955387,30,186,1557.400130336,15853,2,36078,2753906,538135,76031,13003,2808,266.84,6923.436093936,89455,109046,214119,351891,88,435509,634177,51931,5099.1959636,1038796,83,69.42,45.99,111.99,NA
2018-2019,Aug,31,UTTAR PRADESH,3147,GONDA,3066113,188.944702571124,34,121,3704.162848474,6162,162,28127,3002617,684274,51826,8059,467,309.16148,9686.610088474,86620,93071,176789,221580,157,316761,383157,34289,5673.28576,1016264,69,59.3,61.95,120.71,NA
2018-2019,Aug,31,UTTAR PRADESH,3155,DEORIA,1869001,189.802590383573,32,50,947.940413168,3935,3,10025,1943882,601368,49728,59293,4652,166.10082,4803.579623168,59769,62609,127667,160914,59,236589,289013,13960,3689.53839,679562,50,82.54,80.85,101.13,NA
2018-2019,Aug,31,UTTAR PRADESH,3160,GHAZIPUR,1020239,169.854940835906,29,63,1152.933347048,4787,58,13153,1943831,492214,74563,13321,1345,136.16665,4590.792992048,64903,75507,158502,262300,170,341057,524110,17940,3301.692995,703307,64,65.69,60.8,173.93,NA
2018-2019,Aug,31,UTTAR PRADESH,3162,MIRZAPUR,1381468,171.667453576569,29,68,1078.477211048,5920,3,26026,1371398,677306,118090,14006,2684,121.84849,3554.569726048,46192,61912,124888,237144,43,295630,498603,31946,2354.244025,621009,84,65.77,46.2,130.26,NA
2018-2019,Aug,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,2782,115.806878306878,13,0,0,66,130,107,2646,700,546,21,14,0,3.06425,191,213,1234,1726,1,15968,18429,173,3.06425,616,30,31.8,73.46,168.77,NA
2018-2019,Aug,31,UTTAR PRADESH,3166,HATHRAS,279551,163.524242896046,21,27,141.122970387,887,6,1306,340409,99643,17735,278,44,31.90954,729.683750387,16060,17568,38169,59942,11,73431,106681,2193,556.65124,38152,15,67.38,88.61,102.26,NA
2018-2019,Aug,31,UTTAR PRADESH,3168,KANNAUJ,704265,181.251697587298,21,76,727.923089542,3535,10,11003,593401,228125,55089,313,54,77.34454,1880.817015542,27215,30270,82831,128808,1,147848,209333,14538,1075.549386,124317,70,68.28,55.53,121.25,NA
2018-2019,Aug,31,UTTAR PRADESH,3170,KAUSHAMBI,882688,161.683259712587,33,73,243.355259853,6910,2,11895,822232,447647,88731,328,71,72.71671,1645.483469853,24243,30737,77194,146385,57,207168,337554,18805,1329.4115,381338,90,86.45,33.8,111.62,NA
2018-2019,Aug,31,UTTAR PRADESH,3181,AMETHI,1653809,198.594632538671,27,41,1432.754215345,6529,15,15679,1039225,311155,57758,4803,811,161.55907,3658.158355345,37553,43109,110017,184652,33,223711,342044,22208,2063.84507,351765,75,47.91,44.36,112.96,NA
2018-2019,Aug,31,UTTAR PRADESH,3183,SHAMLI,193846,161.26540435887,29,2,69.9010846,143,3,812,168897,14843,2569,27,16,16.209416,358.4829306,5822,6395,17447,21499,25,35847,42890,955,272.37243,43270,7,70.21,87.58,124.55,NA
2018-2019,Dec,31,UTTAR PRADESH,3111,RAMPUR,1206896,164.858720378691,35,56,1125.882788687,2677,3,3813,1456806,318668,28485,2080,151,93.9504,3621.504918687,40687,44505,86225,121023,205,160607,211734,6490,2401.67173,235912,41,48.3,49.27,124.36,NA
2018-2019,Dec,31,UTTAR PRADESH,3126,PILIBHIT,1699112,166.814383977065,28,180,3199.282562378,10308,0,6658,1828479,353343,50358,3069,504,200.2837,6449.732242378,64164,77183,131194,224302,311,278258,411091,16966,3050.16598,394973,66,52.44,47.19,102.74,NA
2018-2019,July,31,UTTAR PRADESH,3111,RAMPUR,484759,157.419768674424,24,30,598.532592855,1087,82,3216,597167,122244,28299,998,151,67.8844,1606.475902855,24384,26228,85646,120438,10,159843,210957,4303,940.05891,98176,51,73,72.12,144.11,NA
