fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2019-2020,April,31,UTTAR PRADESH,3184,SAMBHAL,184904,156.210830795998,13,4,0,371,552,2639,22990,8114,43232,28,16,0,35.91287,1717,1894,87947,129147,0,160777,220110,3010,35.91287,5935,21,48.76,26.9,144.61,NA
2019-2020,July,31,UTTAR PRADESH,3109,BIJNOR,887182,161.477158754245,14,149,38.61630821,1298,34,6071,830340,354778,106085,3248,581,16.0591,1395.48484821,56816,68230,141292,235350,24,211944,330458,7369,1340.80944,230325,10,57.11,75.03,104.22,NA
2019-2020,July,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,267999,152.178856049721,26,9,1.232,385,5,1624,239416,70653,10590,508,75,5.85269,371.42522,9017,9474,28800,35231,12,84187,103655,2009,364.34053,63051,3,61.49,79.1,102.99,NA
2019-2020,July,31,UTTAR PRADESH,3116,GHAZIABAD,0,157.181818181818,5,0,0,3,161,9,88,44,25,0,0,0,0.13832,15,15,77,199,0,17623,25872,12,0.13832,42,41,23.68,82.89,100,NA
2019-2020,July,31,UTTAR PRADESH,3124,BUDAUN,1704950,155.014676829137,25,169,27.1758152,4514,33,9483,1065489,183739,42149,1049,104,32.58982,1711.4299652,41303,44851,130458,182961,13,263084,349356,13997,1651.66433,219227,55,73.66,61.38,107.73,NA
2019-2020,July,31,UTTAR PRADESH,3125,BAREILLY,1185002,164.746901497268,21,128,9.99492,2360,13,9094,853154,212276,58013,75,55,15.5532,1431.0929,40446,46178,131162,216651,22,269087,398845,11454,1405.54478,139100,41,78.49,81.97,103.75,NA
2019-2020,July,31,UTTAR PRADESH,3131,UNNAO,1725110,170.034837527728,28,90,14.08302,4172,3,9472,1390268,452529,78507,3586,524,47.82787,2425.850825,48748,53484,144888,212128,38,376831,493762,13644,2363.939935,372084,66,78.07,72.36,100.34,NA
2019-2020,July,31,UTTAR PRADESH,3141,HAMIRPUR,1179508,156.182714647168,34,39,6.384,2088,0,9928,1005464,229888,49366,469,75,27.03786,1603.78283,29527,42637,88784,177950,160,167459,320649,12016,1570.36097,402623,50,60.41,75.93,114.06,NA
2019-2020,July,31,UTTAR PRADESH,3143,FATEHPUR,1773852,157.280346132282,32,113,12.208,7631,7,13647,1532131,575028,94145,147,20,44.772,2466.72094,46805,52699,143112,210556,100,277095,382323,21278,2409.74094,607990,72,72.98,59.06,102.86,NA
2019-2020,July,31,UTTAR PRADESH,3146,BAHRAICH,2556413,176.666962570096,33,157,473.394767272,13289,0,15446,2997149,466652,69315,13326,3011,93.132,5861.498869272,88420,108902,222713,358352,195,464266,666249,28735,5294.972102,1071705,87,67.9,56.71,101.25,NA
2019-2020,July,31,UTTAR PRADESH,3156,MAU,1822627,165.029509658465,27,171,43.261748767,4158,16,5147,1498323,416430,63442,12037,1441,42.984,2558.920848767,54274,59520,154374,211565,42,249143,328438,9305,2472.6751,653808,53,66.39,60.55,100.72,NA
2019-2020,July,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,3924,160.827961321515,17,0,0,7,90,142,7446,2221,486,302,19,0.262,12.23725,427,484,1151,1545,0,16186,18690,149,11.97525,1452,5,14.8,79.11,99.34,NA
2019-2020,July,31,UTTAR PRADESH,3167,AMROHA,912629,165.922539043054,23,74,22.70684,2176,11,2543,1036548,278785,52190,156,35,8.73003,1751.30363,44264,56054,102341,176441,76,154250,249618,4719,1719.86676,263257,8,85.49,85.36,100.49,NA
2019-2020,July,31,UTTAR PRADESH,3169,AURAIYA,551693,165.555204369636,23,28,11.424,2439,10,6616,437565,173855,47063,1973,427,19.326,755.16163,18914,20918,65296,97680,6,133767,187328,9055,724.41163,141734,77,70.76,48.17,110.09,NA
2019-2020,July,31,UTTAR PRADESH,3172,KUSHI NAGAR,2109067,189.691801783598,29,220,43.505051,3705,7,19051,2390337,681060,98276,3245,441,86.78622,4664.564595,82116,95958,193052,306512,64,411954,589519,22756,4534.273324,842928,42,78.91,74.43,108.88,NA
2019-2020,July,31,UTTAR PRADESH,3175,BALRAMPUR,1629181,165.002694181831,31,62,13.2944109,1086,0,4459,1468572,278936,30157,25211,2888,29.83973,2466.3175069,47106,52514,106022,154028,82,188946,259721,5545,2423.183366,458121,33,84.5,89.69,101.66,NA
2019-2020,July,31,UTTAR PRADESH,3177,CHITRAKOOT,1239151,145.37924868535,30,45,6.6707457,3587,0,13100,992660,441310,81163,27,6,36.06806,1485.8604557,32154,46992,81295,166581,124,130048,252110,16687,1443.12165,430963,65,66.54,63.94,107.57,NA
2019-2020,July,31,UTTAR PRADESH,3184,SAMBHAL,1017293,159.41710510721,24,120,9.595937386,1063,126,3477,970295,334193,44353,178,16,2.24,1558.652137386,40088,46303,91106,132708,39,165103,224852,4540,1546.8162,219784,16,84.01,82.94,102.84,NA
2019-2020,June,31,UTTAR PRADESH,3112,SAHARANPUR,309465,154.785037738101,15,69,41.27102653,393,50,4765,410593,179800,57978,1034,224,7.802,684.60955653,26476,30642,76378,118326,7,122429,178740,5158,635.53653,146340,8,66.3,94.4,107.56,NA
2019-2020,June,31,UTTAR PRADESH,3117,BULANDSHAHR,54435,141.907786987942,13,8,3.96,200,183,2110,99769,24358,9207,0,0,0.27815,145.81813,7423,8148,26031,36235,0,109951,142460,2310,141.57998,23906,10,90.21,91.45,101.42,NA
2019-2020,June,31,UTTAR PRADESH,3131,UNNAO,1196618,164.083960259665,24,75,14.08302,3371,4,7864,971406,311965,78445,2245,524,47.82787,1655.832325,39998,43499,144514,211749,8,376057,492954,11235,1593.921435,265968,64,78.18,68.92,100.46,NA
2019-2020,June,31,UTTAR PRADESH,3138,JALAUN,1217989,148.412318848497,25,163,45.309764623,1969,5,12129,1098252,358427,104579,787,385,21.26274,1696.513764623,43384,61251,131260,292803,11,213867,442494,14098,1629.94126,410335,51,82.87,75.77,105.35,NA
2019-2020,June,31,UTTAR PRADESH,3154,GORAKHPUR,1355439,149.25263702201,20,58,18.9204286,2908,74,8962,1056874,262844,66939,2778,722,34.80539,1631.1381336,52365,56748,161540,231256,2,381905,504883,11870,1577.412315,424692,56,70.43,68.41,104.28,NA
2019-2020,June,31,UTTAR PRADESH,3159,BALLIA,1035486,123.215236080577,23,58,45.055909755,1402,48,12481,915196,123380,34421,19977,4609,20.1116,1192.828421755,39017,43134,149434,214432,2,303670,409333,13883,1127.660912,363400,66,73.18,63.6,105.86,NA
2019-2020,June,31,UTTAR PRADESH,3160,GHAZIPUR,1276798,62.4130995692494,15,36,4.89015,1623,233,7502,741032,180805,74490,4722,1515,6.4485,473.83969,47608,54220,163387,263589,1,355083,539953,9125,462.50104,277709,51,61.2,57.5,111.55,NA
2019-2020,June,31,UTTAR PRADESH,3163,SONBHADRA,1115923,149.531434761568,24,93,109.5891385,3864,2,12291,1161294,312469,122979,363941,123543,42.83653,1888.9252485,48131,66465,157719,387244,47,346671,764386,16155,1736.49958,549567,69,86.34,68.16,100.41,NA
2019-2020,June,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,415069,134.918296043923,22,15,7.74134,563,19,7444,276486,107296,44199,1061,390,2.456,383.22754,12564,15211,50917,100275,1,136016,240702,8007,373.0302,116608,56,89.26,65.06,103.28,NA
2019-2020,June,31,UTTAR PRADESH,3182,HAPUR,34022,142.228871470204,16,12,0,27,33,304,39804,21638,3598,0,4,0,56.61278,2472,2711,8068,9240,0,12700,14564,331,56.61278,14036,7,38.65,66.76,99.99,NA
2019-2020,Aug,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,351685,163.040876052486,30,11,64.820533,617,0,1701,333496,97420,10686,604,75,15.40158,623.956913,11053,11613,29262,35699,25,84898,104378,2318,543.7348,88207,4,57.08,84.15,102.95,NA
2019-2020,Aug,31,UTTAR PRADESH,3118,ALIGARH,1278401,168.626238040256,24,74,448.443615266,1591,29,3042,1034094,329157,45028,1105,171,72.02022,2264.217645266,42421,46622,103818,146274,14,199785,269259,4633,1743.75381,259356,20,74.77,87.71,103.73,NA
2019-2020,Aug,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,4936984,188.91409865641,29,83,4102.76654123,4922,14,7960,3562992,754252,76937,4242,312,290.65075,11124.41151323,121023,134860,255242,342459,82,374666,486472,12882,6730.99422199999,1750589,31,58.94,67.11,107.64,NA
2019-2020,Aug,31,UTTAR PRADESH,3166,HATHRAS,411930,167.153287153117,21,24,288.460198705,680,0,1465,352965,101125,16742,442,54,24.87514,903.327938705,16365,18388,36513,57196,11,75709,109151,2145,589.9926,44362,15,52.49,69.16,104.48,NA
2019-2020,Aug,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,785242,165.267217841481,28,25,340.572221107,1185,1,7518,588561,235612,44235,2550,391,42.166,1355.436611107,20940,25748,51123,100442,28,136230,240890,8703,972.69839,245201,55,77.53,71.26,102.24,NA
2019-2020,Aug,31,UTTAR PRADESH,3175,BALRAMPUR,2137918,168.102712811969,34,69,567.226938222,1494,0,4696,1747928,330996,30199,31013,2888,128.38676,3633.928084222,50268,56174,106292,154335,201,189283,260105,6190,2938.314386,540785,35,78.21,88.27,101.51,NA
2019-2020,Aug,31,UTTAR PRADESH,3177,CHITRAKOOT,1626095,168.26324508538,34,52,577.232529935,4188,0,13286,1267036,554939,81141,27,6,80.7502,2789.938619935,36376,53413,81429,166681,266,130227,252242,17474,2131.95589,545208,65,62.24,57.61,107.18,NA
2019-2020,Aug,31,UTTAR PRADESH,3182,HAPUR,64364,175.960918543019,22,12,5.60988712,147,1,328,73769,36645,3667,7,5,0.672,136.08649712,3301,3630,8321,9528,1,13041,14947,475,129.80461,26022,27,46.9,67.46,99.99,NA
2019-2020,Aug,31,UTTAR PRADESH,3184,SAMBHAL,1334959,163.604475231545,27,130,475.108471234,1510,116,3519,1206999,408650,44481,241,18,79.842,2529.654851234,43962,50816,91585,133224,84,165779,225593,5029,1974.70438,273789,16,77.07,79.22,103.7,NA
2019-2020,Sep,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,418065,172.447050850102,33,12,64.820533,903,0,1771,410186,118164,10756,721,75,15.40158,787.575773,12152,12767,29502,35941,70,85384,104888,2674,707.35366,109237,5,61.16,86.72,102.84,NA
2019-2020,Sep,31,UTTAR PRADESH,3120,AGRA,1530252,176.253136092738,34,90,224.016381225,2242,3,2250,1527745,488776,38241,11217,876,89.70922,3006.424075225,44875,53819,76653,113354,98,163337,222266,4492,2692.698474,471949,36,86.87,90.16,100.33,NA
2019-2020,Sep,31,UTTAR PRADESH,3126,PILIBHIT,1842526,174.900491625802,26,184,1669.850894363,3974,0,8847,1594302,293164,48863,3184,501,129.38299,4587.675920363,60590,73289,137071,232158,151,292219,428286,12821,2788.442036,317117,60,62.1,63.95,100.49,NA
2019-2020,Sep,31,UTTAR PRADESH,3136,KANPUR DEHAT,1361925,169.978539238057,30,163,455.653138470001,3435,1,7699,999629,365006,53632,6900,847,47.02205,2201.82996047,32562,37946,73484,129251,37,220824,336735,11134,1699.154772,256831,63,51.78,50.39,106.83,NA
2019-2020,Sep,31,UTTAR PRADESH,3140,LALITPUR,2471664,180.511896077164,39,83,1998.19045348,3053,0,3170,2083238,481310,56700,148362,17314,113.37312,5872.05598708,52372,72719,114303,225809,1509,180562,338546,6223,3760.4924136,769734,56,66.09,67.66,100.16,NA
2019-2020,Sep,31,UTTAR PRADESH,3142,BANDA,2808797,178.238253592339,37,21,1447.268666826,8260,0,12257,1965154,497316,78821,1172,170,138.09999,5088.024826826,52222,76249,122892,271516,755,219875,458473,20517,3502.65617,857627,79,82.6,68.63,100.63,NA
2019-2020,Sep,31,UTTAR PRADESH,3144,PRATAPGARH,3379757,180.282820278354,31,46,1222.465501289,10744,19,14044,2502136,1199682,130996,2470,376,172.04225,5905.429099289,78880,93309,205778,279306,103,397078,529648,24788,4510.921348,1086680,82,52,41.59,118.78,NA
2019-2020,Sep,31,UTTAR PRADESH,3166,HATHRAS,489681,167.632532298224,24,25,288.460198705,841,0,1601,442594,132953,16853,485,54,24.87514,1055.266868705,18243,20672,36685,57429,27,75977,109510,2442,741.93153,56704,15,56.98,71,103.63,NA
2019-2020,Sep,31,UTTAR PRADESH,3184,SAMBHAL,1586928,162.734425348526,30,152,475.108471234,1898,115,3859,1436549,482711,44567,269,19,79.842,2892.710231234,46880,54346,91952,133620,198,166168,225953,5757,2337.75976,326812,18,74.72,75.82,105.11,NA
2019-2020,June,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,185896,154.249727393617,20,5,1.232,295,29,1340,150400,43713,10479,354,75,5.85269,239.07628,7363,7705,28508,34924,0,83744,103192,1635,231.99159,39412,2,55.22,72.06,102.42,NA
2019-2020,June,31,UTTAR PRADESH,3127,SHAHJAHANPUR,1034270,141.313418844377,20,78,5.7216564,1962,127,9020,571778,167019,80600,326,85,15.55698,829.2776764,28475,32955,151144,251379,8,318075,469423,10982,807.99904,128115,70,82.17,46.54,110.56,NA
2019-2020,June,31,UTTAR PRADESH,3128,KHERI,1574171,132.970357399821,19,208,34.59337765,6679,68,14213,1362060,428413,152751,9518,6151,32.51737,1878.24679765,68858,82836,244787,406695,2,534118,773340,20892,1811.13605,371698,73,84.95,60.42,100.27,NA
2019-2020,June,31,UTTAR PRADESH,3133,RAE BARELI,1302573,148.403630706153,24,100,139.6031034,6789,0,12958,1093644,328321,110342,2510,790,70.346,1832.9565064,45107,51919,173299,317301,21,317946,524693,19747,1623.007403,435355,50,46.51,41.32,100.07,NA
2019-2020,June,31,UTTAR PRADESH,3140,LALITPUR,1099048,157.191330033282,30,56,178.896411779,2314,1,3076,1171497,265707,56543,80800,17241,47.73265,2068.120777379,38060,51874,113461,224694,240,179445,337048,5390,1841.4917156,441871,54,67.52,66.03,100.04,NA
2019-2020,June,31,UTTAR PRADESH,3141,HAMIRPUR,818162,162.380168135853,30,35,6.384,1497,0,9468,720013,163922,49276,301,75,27.03786,1202.58018,23492,33553,88291,177317,33,166842,319870,10965,1169.15832,288070,48,56.77,74.08,104.23,NA
2019-2020,June,31,UTTAR PRADESH,3145,PRAYAGRAJ,1233504,149.698528074694,26,103,34.25325,7112,3,17447,1209844,505916,156660,466,109,59.106,1904.47791,45265,54736,178717,296199,20,374812,577889,24559,1811.11866,481377,69,73.11,49.56,105.17,NA
2019-2020,June,31,UTTAR PRADESH,3158,JAUNPUR,1411285,142.666293845558,30,82,246.872652812,4281,167,14617,2004536,726560,99856,7987,1517,51.108,3157.777872812,66511,70116,192301,242591,34,428201,522666,18898,2859.79722,905601,53,73.5,72.19,102.31,NA
2019-2020,June,31,UTTAR PRADESH,3166,HATHRAS,217741,151.289045884842,15,19,2.7545,479,0,1223,178207,50113,16586,256,49,6.639,279.00117,11153,12286,36189,56788,3,75221,108551,1702,269.60767,22700,14,49.28,60.57,104.71,NA
2019-2020,June,31,UTTAR PRADESH,3170,KAUSHAMBI,555512,136.655929553831,25,35,4.144,1641,17,9388,418362,195275,82057,249,80,13.67695,589.53743,16481,19147,74719,140160,8,214804,347255,11029,571.71648,181136,80,85.42,48.65,110.56,NA
2019-2020,June,31,UTTAR PRADESH,3175,BALRAMPUR,1130077,134.517974374662,26,58,13.2944109,672,2,4412,1116317,214519,30100,19975,2889,29.83973,1544.7811569,42592,47248,105731,153722,39,188599,259362,5084,1501.647016,352094,33,85.89,88.99,101.84,NA
2019-2020,June,31,UTTAR PRADESH,3181,AMETHI,884900,149.524528106492,26,40,56.1864423,4787,34,17483,714568,190832,56091,3033,803,33.8364,1158.4772723,27429,31700,113002,189843,16,236435,360613,22270,1068.45443,255425,72,66.86,31.13,115.29,NA
2019-2020,June,31,UTTAR PRADESH,3184,SAMBHAL,705643,130.747105023054,19,95,9.595937386,762,174,3237,654323,227490,44187,99,16,2.24,867.344317386,33734,38593,90603,132152,6,164420,224101,3999,855.50838,145409,17,86.36,83.65,103.37,NA
2019-2020,July,31,UTTAR PRADESH,3118,ALIGARH,974194,156.485883561841,21,71,23.6726244,667,43,3669,834984,268200,44969,864,171,28.94475,1359.2494644,38591,42365,103672,146102,9,199598,269041,4336,1306.63209,209742,19,80.59,88.21,104.17,NA
2019-2020,July,31,UTTAR PRADESH,3128,KHERI,2269413,164.272905927194,24,271,34.59337765,8597,29,13340,2161613,735780,152833,15227,6147,32.51737,3618.05523765,86511,104343,245163,407120,23,534667,773982,21937,3550.94449,563004,72,82.94,73.34,100.22,NA
2019-2020,July,31,UTTAR PRADESH,3129,SITAPUR,3740995,158.487060692886,25,287,123.169884049,17983,2,29747,2494724,907419,298564,3104,848,80.12366,4157.108284049,96128,124209,339363,675373,22,645539,1129250,47730,3953.81474,725472,73,71.62,46.78,106.15,NA
2019-2020,July,31,UTTAR PRADESH,3134,FARRUKHABAD,590539,176.734224821814,26,35,6.048,2012,0,7133,714984,84804,14126,581,62,22.10268,1291.77211,26838,30134,66061,90454,5,155600,198747,9145,1263.62143,171780,57,92.54,71.41,101.12,NA
2019-2020,July,31,UTTAR PRADESH,3137,KANPUR NAGAR,561110,164.652345597911,26,39,8.22706,2349,4,4823,479511,192042,44400,8384,2101,10.148,807.9011689,18327,21255,57223,106606,12,201538,309433,7172,789.5261089,107848,49,54.96,61.37,109.12,NA
2019-2020,July,31,UTTAR PRADESH,3142,BANDA,1800567,155.287467610627,32,14,185.438755241,6212,0,11771,1153156,288079,78829,653,170,52.75528,2028.900785241,35469,50512,122816,271443,137,219769,458366,17983,1790.70675,517984,79,82.79,60.52,100.56,NA
2019-2020,July,31,UTTAR PRADESH,3144,PRATAPGARH,2166579,156.5407393859,27,44,28.1606,8468,55,13329,1711285,874225,130839,2040,373,66.565,2773.583792,61380,73988,205204,278977,49,395853,529474,21797,2678.858192,738945,82,57.21,44,126.33,NA
2019-2020,July,31,UTTAR PRADESH,3145,PRAYAGRAJ,1778287,164.4578840842,30,109,34.25325,9110,1,16743,1601283,695425,156944,552,109,59.106,2726.79539,52881,64358,179504,297172,63,376079,579490,25853,2633.43614,630785,68,71.19,53.92,106.41,NA
2019-2020,July,31,UTTAR PRADESH,3154,GORAKHPUR,1954075,176.899971765933,24,67,18.9204286,4345,33,8681,1480481,375884,67034,3812,722,34.80539,2672.6962896,60699,65911,161835,231579,5,382442,505476,13026,2618.970471,591340,57,66.52,69.88,103.67,NA
2019-2020,July,31,UTTAR PRADESH,3158,JAUNPUR,2034587,160.461821924834,33,105,246.872652812,5944,42,14771,2567691,935912,100169,10907,1517,51.108,4418.144412812,76101,80338,193006,243320,103,429856,524365,20715,4120.16376,1146943,52,73.15,73.01,102.94,NA
2019-2020,July,31,UTTAR PRADESH,3159,BALLIA,1492814,168.303211722362,25,64,45.055909755,2528,28,12070,1190545,160365,34506,26129,4630,20.1116,2068.892981755,46273,51285,150241,215276,12,305405,411185,14598,2003.725472,463544,65,74.59,71.75,105.67,NA
2019-2020,July,31,UTTAR PRADESH,3168,KANNAUJ,709431,156.505482614619,22,68,5.824,4154,5,9348,518913,164746,50778,345,59,23.54172,841.493015,23162,25823,81825,125885,0,149822,211692,13502,812.127295,118205,57,73.75,53.27,111.07,NA
2019-2020,July,31,UTTAR PRADESH,3171,CHANDAULI,1272928,166.974890895349,31,124,15.568,3020,4,10564,1230470,378868,74448,4221,1030,12.1744,2082.31834,39676,54962,97783,210269,23,239372,450162,13584,2054.57594,432611,59,66.19,57.73,101.61,NA
2019-2020,July,31,UTTAR PRADESH,3176,SHRAVASTI,865198,180.852831110711,29,67,54.3456373,2083,1,4851,699849,241900,44405,4441,987,20.3,1340.3423673,23789,29530,69144,129620,43,131181,219492,6934,1265.69673,231388,51,82.39,80.97,104.22,NA
2019-2020,July,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,1325046,176.3379441749,28,23,58.499338592,2676,13,4825,1018180,369474,92166,2238,511,28.34,1882.277018592,36143,41659,116014,204062,29,257831,406305,7501,1795.43768,426251,69,83.34,70.08,100.06,NA
2019-2020,Aug,31,UTTAR PRADESH,3110,MORADABAD,1122749,171.474978458849,30,113,722.254688487001,3503,64,3406,1271984,302868,33525,462,34,126.9519,3030.340878487,42125,51225,88117,140466,154,163120,239739,6909,2181.13429,386544,39,82.6,76.73,102.42,NA
2019-2020,Aug,31,UTTAR PRADESH,3111,RAMPUR,970611,171.814888135371,28,49,1178.388072388,2437,7,3368,1097666,235277,26984,1164,151,85.7219,3150.063582388,38653,41979,83096,115181,11,165539,216991,5805,1885.95361,189754,25,50.36,56.63,153.41,NA
2019-2020,Aug,31,UTTAR PRADESH,3112,SAHARANPUR,585456,182.569326365678,19,83,227.82079643,1092,2,4516,647755,281114,58021,1580,232,42.862,1453.28473643,33019,38678,76574,118548,38,122708,179056,5608,1182.60194,222074,9,60.57,94.71,106.04,NA
2019-2020,Aug,31,UTTAR PRADESH,3120,AGRA,1287282,168.759548910461,31,86,224.016381225,1795,5,2162,1351306,436568,38214,9949,876,89.70922,2594.183511225,42651,50978,76546,113184,45,163185,221998,3957,2280.45791,418489,32,87.79,90.13,100.34,NA
2019-2020,Aug,31,UTTAR PRADESH,3122,ETAH,1042390,166.139474627778,31,58,303.88462967,3024,21,4348,850635,202455,30717,7,17,5.992,1723.11714967,27214,31171,70492,110128,22,157253,229200,7372,1413.24052,230121,52,76.67,72.84,104.81,NA
2019-2020,Aug,31,UTTAR PRADESH,3123,MAINPURI,1312523,164.739454403615,28,88,235.567809316,4062,8,4934,988313,291242,42231,983,150,66.87444,1930.583693316,35074,41504,87145,130919,47,162087,229149,8996,1628.141444,283366,61,71.14,69.54,103.85,NA
2019-2020,Aug,31,UTTAR PRADESH,3124,BUDAUN,2237347,153.623772356161,29,252,442.20140128,5359,10,9765,1664530,312043,42255,1542,104,105.33328,3104.64845928,55932,61128,131297,183831,126,264050,350355,15124,2557.113778,327990,54,74.61,69,108.63,NA
2019-2020,Aug,31,UTTAR PRADESH,3130,HARDOI,4545255,160.876138564078,31,150,1413.923181608,8724,2,13442,3219911,1124494,138965,3255,370,203.02574,6797.017403608,101535,109733,251002,350107,29,578574,744953,22166,5180.068482,680008,64,73.28,75.83,108.09,NA
2019-2020,Aug,31,UTTAR PRADESH,3138,JALAUN,2304235,169.682610936921,33,227,1774.085230859,4727,2,10869,1883638,623594,104615,1250,386,89.97156,5060.262929859,57019,81702,131619,292953,69,215076,443825,15596,3196.206139,694993,52,77.58,70.54,104.98,NA
2019-2020,Aug,31,UTTAR PRADESH,3141,HAMIRPUR,1547828,171.829511962176,36,46,1055.351101471,2881,0,9616,1266910,290085,49434,569,76,70.59782,3302.874191471,34345,49715,89384,178767,368,168235,321687,12497,2176.92527,504590,50,61.93,75.49,112.46,NA
2019-2020,Aug,31,UTTAR PRADESH,3142,BANDA,2362822,168.416994638972,34,20,1447.268666826,7373,0,12203,1600999,406902,78831,910,170,138.09999,4281.723056826,46878,67959,122852,271489,419,219814,458422,19576,2696.3544,706168,79,80.57,66.03,100.68,NA
2019-2020,Aug,31,UTTAR PRADESH,3143,FATEHPUR,2327765,161.496817997578,35,126,1423.416247718,9298,2,14757,1995913,759627,94181,218,20,158.49,4805.242232718,56817,64206,143390,210811,174,277568,382786,24055,3223.335985,773879,72,69.29,63.74,102.92,NA
2019-2020,Aug,31,UTTAR PRADESH,3145,PRAYAGRAJ,2333585,164.222627719001,31,120,2151.102464025,11667,0,17134,2002482,872478,157428,671,109,189.87482,5629.505844025,62929,76537,180498,298341,161,377931,581748,28801,3288.52856,772620,67,63.32,53.07,106.25,NA
2019-2020,Aug,31,UTTAR PRADESH,3156,MAU,2391770,169.578572002063,30,195,1956.048866066,4764,8,5040,1818434,504153,63574,14506,1449,152.574,5192.297276066,60037,65854,154727,211935,133,249734,329101,9804,3083.67441,794503,53,65.53,61.5,100.68,NA
2019-2020,Aug,31,UTTAR PRADESH,3163,SONBHADRA,2111142,174.412645320204,30,132,1399.925815723,5942,2,14450,2005141,551669,123183,617979,123595,107.43138,5004.576656223,65947,92989,158170,387868,248,347568,765729,20392,3497.2194605,944380,73,85.86,73.78,100.41,NA
2019-2020,Sep,31,UTTAR PRADESH,3127,SHAHJAHANPUR,2325984,166.841245564526,27,162,633.192069757,4869,4,9910,1773204,535605,80761,764,89,78.28941,3669.917119757,64112,75014,152858,253063,163,320844,472197,14779,2958.43564,331835,70,79.26,64.38,108.2,NA
2019-2020,Sep,31,UTTAR PRADESH,3129,SITAPUR,5835770,174.653568544473,32,409,2617.844731087,24547,1,30984,4192942,1532507,298892,5225,848,275.49366,10216.461221087,130823,170710,340669,676955,165,647747,1131965,55531,7323.12283,1191604,74,68.27,46.33,105.23,NA
2019-2020,Sep,31,UTTAR PRADESH,3135,ETAWAH,1056841,173.935303668767,30,35,162.412923711,3711,0,7225,931212,372627,42684,2004,157,52.5482,1834.667543711,30688,33720,66732,98727,116,149205,201407,10936,1619.70642,202007,58,46.32,68.58,107.48,NA
2019-2020,Sep,31,UTTAR PRADESH,3139,JHANSI,2423920,182.098336117839,47,140,1301.588131999,4067,0,7646,2023100,655811,77042,22500,1734,181.29157,5166.911139999,42564,60868,102648,210872,1393,191721,378287,11713,3684.031438,762971,46,72.02,63.4,102.1,NA
2019-2020,Sep,31,UTTAR PRADESH,3141,HAMIRPUR,1839975,177.388561753509,39,49,1055.351101471,3599,0,9192,1545062,354496,49453,596,76,70.59782,3866.712181471,39049,56852,89777,179264,525,168744,322349,12791,2740.76326,613320,50,63.5,76.16,110.24,NA
2019-2020,Sep,31,UTTAR PRADESH,3155,DEORIA,2353455,173.125612408487,32,51,1235.129087406,3361,2,8379,1657962,490393,47311,54978,4615,105.19924,4210.685193406,51345,53710,127960,160721,90,248491,301898,11740,2870.356866,577452,45,75.37,76.76,100.1,NA
2019-2020,Sep,31,UTTAR PRADESH,3160,GHAZIPUR,2871407,172.006363307691,27,66,563.145457631,3062,2,9288,1952758,480562,74815,11999,1543,93.94172,4015.955197631,70923,82230,164116,264415,113,356260,541340,12350,3358.86802,710357,54,60.45,65.87,117.79,NA
2019-2020,Sep,31,UTTAR PRADESH,3161,VARANASI,818379,177.838699092191,26,63,162.039766214,3864,1,7881,746963,258621,54083,3293,514,48.16306,1538.592108114,28474,35753,70479,133157,52,159369,257066,11745,1328.3892819,363471,62,46.7,42.28,104.95,NA
2019-2020,Sep,31,UTTAR PRADESH,3163,SONBHADRA,2509614,177.198586949031,32,147,1399.925815723,6719,2,14332,2292734,629916,123216,699389,123619,107.43138,5570.049446223,70808,100356,158248,387951,388,347857,766108,21051,4062.6922505,1073200,73,84.93,71.33,100.4,NA
2019-2020,Sep,31,UTTAR PRADESH,3169,AURAIYA,860614,175.356394029294,26,36,238.336512197,4176,1,5453,728758,303935,47066,3250,427,49.9948,1566.255062197,27165,30375,65451,97822,49,134075,187645,9629,1277.92375,215749,75,56.9,53.79,106.51,NA
2019-2020,Oct,31,UTTAR PRADESH,3109,BIJNOR,1542999,173.102195386843,20,179,483.34717174,3288,0,6296,1546880,657994,106383,4794,581,79.48267,3240.51308174,76929,94760,142052,236125,159,213156,331880,9584,2677.68324,427278,11,57.51,78.72,104.7,NA
