fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2019-2020,Feb,31,UTTAR PRADESH,3143,FATEHPUR,4281668,176.711168950083,51,167,1474.040247718,17248,0,13448,4401300,1697593,94387,513,21,438.01,9689.638926718,86044,98683,144240,211644,2153,281765,387279,30696,7777.588679,1661324,69,69.48,65.5,101.65,NA
2019-2020,Feb,31,UTTAR PRADESH,3148,BARABANKI,4356779,175.327032806615,49,105,2121.465415108,8536,0,10984,5033558,1961866,122054,2464,146,497.87736,11444.530661108,102002,123598,178508,294842,2953,458078,658767,19520,8825.187886,1383746,54,56.09,58.92,99.99,NA
2019-2020,Feb,31,UTTAR PRADESH,3154,GORAKHPUR,4716687,179.294620101246,44,107,1041.347572498,8680,2,7594,4139037,1065732,67589,10871,729,264.69636,8727.114597498,93424,103115,164069,233865,995,393503,517708,16274,7421.070665,1601929,54,61.64,62.7,106.03,NA
2019-2020,Feb,31,UTTAR PRADESH,3159,BALLIA,3603308,174.203805570302,41,103,784.85608243,8592,1,11531,3337844,457126,34764,71384,4702,223.85495,6823.36230443,79525,88874,152292,217473,383,313871,420697,20123,5814.651272,1281578,61,75.48,63.67,104.24,NA
2019-2020,Feb,31,UTTAR PRADESH,3161,VARANASI,1266307,180.588323312136,35,82,221.181685814,6735,1,7740,1275962,473112,54155,5832,524,111.49125,2636.911317714,35857,45832,70751,133402,324,160514,258525,14475,2304.2383819,635474,62,49.11,33.28,103.27,NA
2019-2020,Feb,31,UTTAR PRADESH,3162,MIRZAPUR,3435653,178.769247022818,47,97,1032.571345612,10751,2,13668,3418417,1433314,114568,35632,2535,286.8711,7430.520776612,71784,97319,128536,239044,986,318009,528365,24419,6111.078331,1508548,68,63.8,48.74,100.73,NA
2019-2020,Feb,31,UTTAR PRADESH,3163,SONBHADRA,3883216,179.673535519799,41,207,1562.819890515,12035,1,12311,3863282,1061322,123305,1150592,123690,294.43368,8798.548927015,92667,134132,158756,388547,1795,349443,768457,24346,6941.2953565,1794026,73,81,62.2,100.34,NA
2019-2020,Feb,31,UTTAR PRADESH,3166,HATHRAS,757701,181.140386926955,32,30,303.161890705,1843,0,1376,718792,220101,16982,819,56,65.64814,1670.832640705,22095,25437,36976,57786,365,76457,110129,3219,1302.02261,92590,20,70.7,76.59,102.19,NA
2019-2020,Feb,31,UTTAR PRADESH,3168,KANNAUJ,1712403,181.083359313479,38,130,218.37509347,8859,0,10325,1734658,547826,50812,675,59,123.64244,3483.19451247,44490,51217,82734,126702,307,154746,217436,19184,3141.176979,378835,58,73.96,57.45,105.04,NA
2019-2020,Feb,31,UTTAR PRADESH,3169,AURAIYA,1331659,183.17512245496,37,45,272.173193023,7152,1,3297,1283084,537811,47017,6032,424,108.37454,2730.838421223,34560,39103,65556,97789,461,136876,190811,10449,2350.2906882,361326,72,57.58,59.28,103.74,NA
2019-2020,Feb,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,1444367,177.264507428754,41,30,367.301911107,2723,1,8376,1274709,553791,44271,8375,417,103.686,2730.594541107,30786,38557,51411,100245,560,138222,242818,11099,2259.60663,553968,59,78.85,65.55,102.78,NA
2019-2020,Jan,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,582250,181.362620637003,41,16,69.188533,1633,0,1885,612996,174592,10901,933,75,33.27685,1214.210993,14650,15419,30100,36547,311,86662,106087,3518,1111.74561,169112,11,67.86,83.47,102.33,NA
2019-2020,Jan,31,UTTAR PRADESH,3117,BULANDSHAHR,170498,179.735569737174,19,17,39.13456598,869,23,2943,238180,56535,9250,0,2,10.4555,477.68424598,11985,13375,26309,36560,20,110613,143187,3812,428.09418,63432,13,83.29,84.75,103.04,NA
2019-2020,Jan,31,UTTAR PRADESH,3118,ALIGARH,2116519,176.828259167485,35,101,478.636730448,2048,14,3973,2169979,693601,45358,2742,173,138.36432,4454.137140448,60331,67138,105263,147900,234,202091,271837,6021,3837.13609,527341,22,73.72,85.09,104,NA
2019-2020,Jan,31,UTTAR PRADESH,3121,FIROZABAD,1725036,177.009024087936,45,68,370.940343676,2435,3,1838,1954879,845895,39869,2105,119,111.6456,3942.898183676,42630,48486,73051,96435,281,155464,198289,4273,3460.31224,665125,35,73.95,70.29,100.76,NA
2019-2020,July,31,UTTAR PRADESH,3111,RAMPUR,739645,139.789820134262,25,47,11.897,1013,19,4437,942036,208128,26945,943,151,7.9803,1336.74773,36597,39578,82919,115001,5,165340,216803,5450,1316.87043,161276,26,52.79,57.03,155.92,NA
2019-2020,July,31,UTTAR PRADESH,3117,BULANDSHAHR,78477,154.258034256097,15,13,3.96,370,87,2394,148178,36061,9241,0,0,0.27815,232.81462,9287,10223,26201,36410,2,110195,142698,2764,228.57647,36006,10,88.68,91.59,101.5,NA
2019-2020,July,31,UTTAR PRADESH,3121,FIROZABAD,794002,157.116969672015,28,56,28.8097494,825,19,1922,898609,412036,39651,973,117,7.62974,1448.3067194,31045,34529,71657,95165,9,147487,189975,2747,1411.86723,299600,33,74.97,74.28,100.93,NA
2019-2020,July,31,UTTAR PRADESH,3122,ETAH,794344,151.752094249519,25,46,63.2426631,2407,32,4609,603080,143170,30705,7,17,5.992,984.4211931,23260,26589,70259,109855,3,156959,228832,7016,915.18653,165405,53,79.81,66.17,102.78,NA
2019-2020,July,31,UTTAR PRADESH,3123,MAINPURI,1000196,147.800157389726,24,66,12.9910432,3743,14,4452,717963,208078,42068,642,150,8.8339,1082.9753872,29837,35111,86662,130343,16,161475,228417,8195,1061.150444,211881,61,77.89,68.98,104.2,NA
2019-2020,July,31,UTTAR PRADESH,3126,PILIBHIT,1181143,171.540059516716,22,151,283.884046991,3098,9,6611,1141192,209577,48883,2308,501,36.76649,2278.251972991,50890,60620,136520,231618,31,291292,427266,9709,1957.601436,223472,58,66.33,67.25,100.25,NA
2019-2020,July,31,UTTAR PRADESH,3130,HARDOI,3463670,154.976047284715,27,118,40.71815,6543,5,12760,2306369,798964,139023,2389,370,38.89965,3653.937312,84362,90687,250801,349930,6,578158,744519,19303,3574.319512,497005,64,77.99,74.79,107.22,NA
2019-2020,July,31,UTTAR PRADESH,3135,ETAWAH,677483,159.127725182793,22,26,3.248,2968,0,6912,508498,205331,42587,749,157,0.672,813.0813,22714,24996,66286,98245,3,148543,200696,9880,809.1613,117358,60,50.59,57.67,109.76,NA
2019-2020,July,31,UTTAR PRADESH,3140,LALITPUR,1584449,173.380873609884,35,77,178.896411779,2621,1,3178,1596090,372968,56588,109682,17258,47.73265,2993.943847379,45110,62244,113617,224893,634,179633,337293,5799,2767.3147856,599744,56,68.61,68.83,100.09,NA
2019-2020,July,31,UTTAR PRADESH,3149,AYODHYA,1494310,167.273808294021,27,63,35.7500703,4393,6,9288,1132599,393495,83746,1711,375,28.25,1958.5415503,40761,45512,126307,207309,42,236422,357742,13681,1894.54148,474711,53,73.3,68.54,110.41,NA
2019-2020,July,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,3762184,190.781852139351,29,81,12.1301141,4076,37,8548,3467968,734433,76916,4147,312,122.842,6751.22569609999,118489,132042,255104,342326,76,374142,485946,12624,6616.25358199999,1707996,31,61.86,70.15,107.72,NA
2019-2020,July,31,UTTAR PRADESH,3165,BAGHPAT,36099,159.210093712371,18,3,0.112,45,35,628,19101,5498,3005,0,6,0.112,30.63472,1035,1172,6080,8959,1,32452,44906,673,30.41072,5535,5,14.23,52.99,108.13,NA
2019-2020,July,31,UTTAR PRADESH,3170,KAUSHAMBI,800857,163.755764853302,27,40,4.144,1979,9,9375,539476,262354,82086,300,80,13.67695,901.244,19681,23112,75018,140495,15,215311,347831,11354,883.42305,235578,79,83.26,55.4,110.99,NA
2019-2020,July,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,1899860,169.687335959682,32,37,11.088,4881,10,7258,2152291,698723,92172,3354,521,39.156,3702.40926,66055,77657,153583,262539,133,286558,448229,12139,3652.16526,956461,61,78.63,82.6,100.48,NA
2019-2020,July,31,UTTAR PRADESH,3180,KASHGANJ,680395,167.969006593038,27,91,3.472,1487,1,2104,799783,168980,23397,1066,64,21.9664,1368.82596,28772,33885,58884,107876,68,132238,208825,3591,1343.38756,205795,17,66.56,91.1,100.63,NA
2019-2020,Aug,31,UTTAR PRADESH,3109,BIJNOR,1164218,166.382984010804,16,165,483.34717174,2333,3,5633,1074413,459055,106171,3803,581,79.48267,2350.47025174,65067,79044,141462,235499,48,212238,330760,7966,1787.64041,295041,11,52.11,77.7,103.63,NA
2019-2020,Aug,31,UTTAR PRADESH,3115,MEERUT,199786,158.220895914024,38,7,17.2014682,381,12,863,318602,162007,12330,82,10,13.87801,535.174417,8245,9525,20768,26749,8,56053,68862,1244,504.0949388,111635,22,53.59,81.37,107.98,NA
2019-2020,Aug,31,UTTAR PRADESH,3116,GHAZIABAD,0,161.318181818182,5,0,0,3,161,9,88,44,25,0,0,0,0.14196,15,15,77,199,0,17642,25892,12,0.14196,42,41,84.99,16.82,100,NA
2019-2020,Aug,31,UTTAR PRADESH,3119,MATHURA,772369,157.861304234607,31,27,166.763556955,534,38,6745,840999,281213,39141,1967,255,52.52208,1546.897626955,27004,36154,59662,102512,22,132401,219558,7279,1327.61199,292286,19,85.08,93.07,108.15,NA
2019-2020,Aug,31,UTTAR PRADESH,3121,FIROZABAD,1041941,169.483689509937,33,62,301.178099509,1177,7,1950,1129917,506033,39641,1277,117,55.76188,2271.964999509,33495,37310,71776,95185,29,147975,190477,3127,1915.02502,380573,34,72.42,72.92,100.79,NA
2019-2020,Aug,31,UTTAR PRADESH,3128,KHERI,2978070,171.964621340929,27,313,693.566224761001,9933,8,15316,2613129,891183,152702,19033,6147,163.16943,5350.393044761,96198,116782,245455,407317,50,535394,774754,25249,4493.65739,675952,73,78.28,72.4,100.25,NA
2019-2020,Aug,31,UTTAR PRADESH,3136,KANPUR DEHAT,1145681,161.438237503221,27,138,455.653138470001,3068,1,7809,725607,258452,53496,4786,848,47.02205,1674.08234047,26549,30546,73245,129004,8,220480,336358,10877,1171.407152,193804,63,49.05,43.18,108.36,NA
2019-2020,Aug,31,UTTAR PRADESH,3146,BAHRAICH,3354692,178.837653786893,34,164,2221.568038135,15817,0,16257,3295063,507868,69281,14827,3011,301.70292,8416.084318135,94604,116699,222960,358640,244,467999,670322,32074,5892.81336,1164408,88,64.75,53.31,101.26,NA
2019-2020,Aug,31,UTTAR PRADESH,3159,BALLIA,1958968,168.854845329556,27,68,748.58868243,3823,9,12421,1450665,188151,34570,30930,4649,100.0082,3298.11502443,51933,57505,150602,215666,25,306655,412583,16244,2449.518142,565594,67,75.09,70.2,105,NA
2019-2020,Aug,31,UTTAR PRADESH,3168,KANNAUJ,930962,162.435833087361,24,100,168.05610447,5567,1,9999,738566,242185,50851,445,59,57.12876,1424.88069947,30066,33710,82250,126347,7,150437,212373,15566,1199.695835,157988,59,73.37,60.68,108.07,NA
2019-2020,Aug,31,UTTAR PRADESH,3169,AURAIYA,723967,171.538901490715,24,33,238.336512197,3421,3,5953,576636,237957,47053,2768,427,49.9948,1277.486372197,23251,25805,65348,97725,18,133867,187427,9374,989.15506,176182,76,59.04,50.72,108.12,NA
2019-2020,Aug,31,UTTAR PRADESH,3171,CHANDAULI,1670419,177.048654381979,32,131,887.716686650001,4202,1,10879,1407606,431253,74611,5145,1030,93.16605,3473.03021865,42789,59394,97989,210363,44,239703,450433,15081,2492.147482,489747,60,64.56,55.57,101.55,NA
2019-2020,Aug,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,1738812,169.598899381509,29,28,1357.310231382,3200,6,5300,1234942,445544,92164,2646,512,98.827,3550.585271382,41715,48330,116129,204163,63,258015,406485,8500,2094.44804,506571,70,80.63,68.17,100.11,NA
2019-2020,Aug,31,UTTAR PRADESH,3183,SHAMLI,171466,167.393362654938,28,5,102.233030699,519,1,1101,200080,17528,2430,81,13,6.69344,443.847110699,7015,7497,18425,21947,47,39247,46209,1620,334.92064,56062,13,54.84,82.87,102.01,NA
2019-2020,Oct,31,UTTAR PRADESH,3114,MUZAFFARNAGAR,466107,177.196532724764,36,15,64.820533,1099,0,1746,483319,138852,10781,818,75,15.40158,936.646623,13199,13873,29689,36128,146,85758,105279,2845,856.42451,129661,6,64.78,87.6,102.58,NA
2019-2020,Oct,31,UTTAR PRADESH,3120,AGRA,1706103,178.823691862201,36,93,224.016381225,2573,3,2096,1658323,527504,38254,12245,876,89.70922,3279.200012825,45850,55076,76730,113456,160,163449,222426,4669,2965.4744116,510020,36,84.13,87.35,100.37,NA
2019-2020,Oct,31,UTTAR PRADESH,3122,ETAH,1381534,175.928676652609,38,71,303.88462967,3608,6,4496,1316918,300175,30725,139,17,5.992,2626.71303967,34456,39482,70781,110469,107,157717,229800,8104,2316.83641,356986,49,70.76,71.41,105.47,NA
2019-2020,Oct,31,UTTAR PRADESH,3127,SHAHJAHANPUR,2593276,171.236168486108,30,175,633.192069757,5456,2,10262,2153958,648182,80773,892,89,78.28941,4399.836629757,69910,82308,153239,253340,276,321472,472714,15718,3688.35515,398140,70,79.76,64.98,107.9,NA
2019-2020,Oct,31,UTTAR PRADESH,3128,KHERI,3946996,174.871242951529,32,365,693.566224761001,11992,1,16968,3647777,1213998,152662,29143,6170,163.16943,7235.648634761,111996,137383,245892,407785,191,537937,777978,28960,6378.91298,934363,72,78.23,66.96,100.42,NA
2019-2020,Oct,31,UTTAR PRADESH,3132,LUCKNOW,1087129,180.04708359466,32,50,265.30849754,2201,34,4493,825914,528550,78049,2143,308,53.30655,1805.64911754,25794,30015,64006,115566,182,193215,297216,6694,1487.03407,218016,54,65.2,64.45,104.1,NA
2019-2020,Oct,31,UTTAR PRADESH,3134,FARRUKHABAD,1027074,183.867255665869,34,41,121.982266201,4207,0,6329,1157104,137127,14163,879,63,49.2865,2298.804136201,33821,37899,66636,90970,13,157056,200279,10536,2127.53537,269804,57,90.4,76.95,101.82,NA
2019-2020,Oct,31,UTTAR PRADESH,3140,LALITPUR,2755697,180.644699630053,41,91,1998.19045348,3155,0,3309,2315195,533998,56756,165525,17327,113.37312,6293.84062708,55340,77012,114519,226055,2040,180867,338901,6464,4182.2770536,846084,57,65.9,67.01,100.16,NA
2019-2020,Oct,31,UTTAR PRADESH,3145,PRAYAGRAJ,3092823,174.608937128668,36,141,2151.102464025,14736,0,17267,2753099,1206968,157889,887,110,189.87482,7148.134186025,76290,93496,181578,299656,393,380533,584966,32003,4807.156902,1051018,65,63.1,55.55,105.28,NA
2019-2020,Oct,31,UTTAR PRADESH,3149,AYODHYA,2598926,180.453482671283,34,91,1535.754837266,7626,0,9280,1964225,677390,84018,3216,376,108.52,5188.787257266,56441,64253,126981,208115,289,237725,359319,16906,3544.51242,787724,53,71.89,69.58,106.49,NA
2019-2020,Sep,31,UTTAR PRADESH,3109,BIJNOR,1383960,167.346232717779,18,175,483.34717174,3033,0,5728,1312259,560840,106304,4366,580,79.48267,2758.84584174,71807,87901,141865,235984,97,212893,331609,8761,2196.016,360844,11,53.87,78.33,104.05,NA
2019-2020,Sep,31,UTTAR PRADESH,3115,MEERUT,237495,171.738828390449,39,9,17.2014682,579,4,767,366419,181472,12407,82,10,13.87801,660.3631758,9276,10693,20959,26966,19,56488,69359,1346,629.2836976,128272,23,58.78,75.17,107.66,NA
2019-2020,Sep,31,UTTAR PRADESH,3116,GHAZIABAD,0,161.318181818182,5,0,0,3,161,9,88,44,25,0,0,0,0.14196,15,15,77,199,0,17642,25892,12,0.14196,42,41,84.99,16.82,100,NA
2019-2020,Sep,31,UTTAR PRADESH,3117,BULANDSHAHR,122420,175.548637243656,17,16,31.86539598,725,39,2743,192661,46224,9277,0,0,6.32615,376.40530598,10879,12072,26298,36511,6,110362,142880,3468,338.21376,48307,10,84.84,90.36,103.48,NA
2019-2020,Sep,31,UTTAR PRADESH,3122,ETAH,1239138,167.545715449812,34,68,303.88462967,3326,13,4478,1116745,258486,30721,35,17,5.992,2180.93502967,31922,36567,70702,110382,66,157577,229625,7804,1871.0584,301764,50,70.61,70.53,104.95,NA
2019-2020,Sep,31,UTTAR PRADESH,3125,BAREILLY,1848545,167.362360959512,24,152,363.527515597,5456,4,12412,1335762,345832,57830,160,55,91.47885,2690.569185597,54267,62648,131040,216305,98,267727,396969,17868,2235.56282,216068,54,76.16,81.1,102.84,NA
2019-2020,Sep,31,UTTAR PRADESH,3132,LUCKNOW,975077,178.807821511787,29,47,265.30849754,1985,34,4531,703419,449616,77989,1813,308,53.30655,1576.38323754,24254,28053,63920,115476,80,193064,297041,6516,1257.76819,186070,54,62.99,65.42,104.21,NA
2019-2020,Sep,31,UTTAR PRADESH,3134,FARRUKHABAD,921210,180.624119292246,32,40,121.982266201,3481,0,6677,1035105,123771,14145,772,63,49.2865,2040.918056201,32343,36273,66549,90909,12,156816,200062,10158,1869.64929,240333,57,90.56,75.95,101.92,NA
2019-2020,Sep,31,UTTAR PRADESH,3138,JALAUN,2739152,170.36409425138,36,241,1774.085230859,5306,1,10636,2266683,746343,104602,1495,386,89.97156,5725.670753359,62495,89787,131815,293150,120,215716,444767,15942,3861.6139625,830368,51,75.38,68.16,106.42,NA
2019-2020,Sep,31,UTTAR PRADESH,3145,PRAYAGRAJ,2774041,171.309142999461,34,136,2151.102464025,13964,0,16545,2457268,1076149,157758,844,108,189.87482,6550.502036025,72150,88135,181122,299099,275,379331,583496,30509,4209.524752,937740,65,62.98,55.65,105.77,NA
2019-2020,Sep,31,UTTAR PRADESH,3147,GONDA,3584191,181.86748482872,37,102,4442.061573058,7639,165,16097,3127620,579168,52329,8051,490,390.466,10520.651402058,84500,89416,191792,236131,186,340390,407903,23736,5688.123829,1179389,63,64.23,60.3,115.52,NA
2019-2020,Sep,31,UTTAR PRADESH,3148,BARABANKI,2815664,176.500208210743,32,69,1765.661495936,6148,0,9036,2013825,823994,121827,1062,146,186.82936,5506.896173936,62010,72961,177984,294320,288,456131,656636,15184,3554.405318,566496,55,52.06,58.45,100.02,NA
2019-2020,Sep,31,UTTAR PRADESH,3149,AYODHYA,2331051,179.091994656607,32,82,1535.754837266,6926,0,9264,1744210,599616,83911,2775,376,108.52,4768.015317266,53554,60753,126765,207861,151,237298,358806,16190,3123.74048,705198,53,70.99,71.58,106.98,NA
2019-2020,Sep,31,UTTAR PRADESH,3156,MAU,2843209,175.12214597964,32,212,1956.048866066,5173,4,4952,2125817,586334,63654,16292,1449,152.574,5831.399216066,64763,71170,154908,212133,226,250119,329534,10125,3722.77635,926942,52,66.97,63.38,100.65,NA
2019-2020,Sep,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,6121,181.588132490013,21,0,0,213,86,116,12016,3888,529,432,19,0.262,22.08163,555,622,1218,1614,0,16258,18764,329,21.81963,2299,41,17.51,83.04,99.54,NA
2019-2020,Sep,31,UTTAR PRADESH,3168,KANNAUJ,1106679,168.674913748192,28,108,168.05610447,6188,1,10410,996211,329862,50920,511,59,57.12876,1905.54290947,35119,39614,82549,126677,39,150804,212773,16598,1680.358045,209882,59,74.05,62.87,106.49,NA
2019-2020,Sep,31,UTTAR PRADESH,3170,KAUSHAMBI,1249298,167.83819323954,31,59,542.018718354,2658,5,10509,923310,460356,82036,396,78,42.22425,2133.909790354,29132,35051,75337,140820,66,218260,351360,13167,1549.666822,386203,78,74.26,60.26,108.48,NA
2019-2020,Sep,31,UTTAR PRADESH,3173,SANT RAVIDAS NAGAR,933454,176.094868132354,30,27,340.572221107,1377,1,7898,679090,274054,44214,3131,419,42.166,1578.580861107,22606,27897,51136,100404,51,136366,240993,9275,1195.84264,283157,57,76.26,71.55,102.08,NA
2019-2020,Sep,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,2963689,181.179674904739,36,40,1317.124565117,6228,4,8217,2740366,883729,92159,4805,515,186.75198,6468.862755117,74915,89412,154153,263321,277,287466,449432,14445,4964.98621,1207757,59,63.65,65.74,100.6,NA
2019-2020,Sep,31,UTTAR PRADESH,3175,BALRAMPUR,2541443,173.333539264845,38,71,567.226938222,1589,0,5309,2026240,383228,30224,34078,2898,128.38676,4207.767204222,53292,59715,106542,154605,372,189634,260472,6898,3512.153506,618180,38,76.36,86.71,101.87,NA
2019-2020,Sep,31,UTTAR PRADESH,3178,AMBEDKAR NAGAR,2067008,172.162738691341,31,31,1357.310231382,3527,4,5200,1488638,529165,92141,3179,512,98.827,4019.017181382,46561,54144,116306,204314,107,258194,406629,8727,2562.87995,601054,69,79.03,67.25,100.19,NA
2019-2020,Sep,31,UTTAR PRADESH,3182,HAPUR,76513,186.155157151941,23,12,5.60988712,271,1,372,80209,38655,3686,7,5,0.672,155.59507712,3482,3816,8348,9576,2,13107,15049,643,149.31319,28162,44,47.98,69.33,99.99,NA
2019-2020,Sep,31,UTTAR PRADESH,3183,SHAMLI,203830,172.962803999418,30,7,102.233030699,552,1,1101,226933,19557,2442,81,13,6.69344,501.436150699,7473,8010,18481,22008,66,39384,46358,1653,392.50968,63805,13,55.36,82.11,103.14,NA
2019-2020,May,31,UTTAR PRADESH,3110,MORADABAD,340589,100.020270405896,16,63,1.68,2037,178,2549,348735,76980,33466,62,34,16.096,366.58169,21352,25656,87487,139765,0,162124,238677,4586,348.80569,111427,41,77.16,55.33,104.24,NA
2019-2020,May,31,UTTAR PRADESH,3125,BAREILLY,471725,132.091141726669,15,51,8.20592,1056,128,6612,245409,59383,58008,12,53,14.5712,346.94067,15476,17466,130489,215869,0,268034,397594,7668,324.16355,50263,36,63.9,57.87,100.75,NA
2019-2020,May,31,UTTAR PRADESH,3131,UNNAO,686731,154.954529824025,18,51,5.824,2505,20,7779,549624,168504,78454,1010,524,20.85,878.341285,29015,31058,144045,211231,2,375271,492106,10284,851.667285,153276,65,78.36,60.08,100.74,NA
2019-2020,May,31,UTTAR PRADESH,3132,LUCKNOW,248827,160.951337586042,17,9,1.568,893,206,2487,79322,44329,77810,136,307,3.5,132.73782,4476,5025,63465,114983,0,192303,296193,3380,127.66982,24705,51,62.59,38.85,112.3,NA
2019-2020,May,31,UTTAR PRADESH,3140,LALITPUR,630737,161.937150112316,25,35,0,1828,2,3404,665535,144284,56464,44271,17213,6.024,1083.772412,25905,34484,112728,223635,35,178398,335534,5232,1077.748412,249931,55,64.2,58.97,100.01,NA
2019-2020,May,31,UTTAR PRADESH,3141,HAMIRPUR,469538,163.313152533452,25,24,2.8,823,1,9646,440782,96792,49195,168,75,20.484,743.13898,17141,24260,87739,176613,1,166155,318979,10469,719.85498,175377,47,55.83,69.55,103.53,NA
2019-2020,May,31,UTTAR PRADESH,3147,GONDA,914639,137.610268485383,28,71,5.824,2224,316,17698,1536322,271490,52284,3777,495,72.59,2192.550829,54037,56865,190928,235313,11,338050,405535,19922,2114.136829,598386,65,66.34,57.62,111.16,NA
2019-2020,May,31,UTTAR PRADESH,3148,BARABANKI,718521,162.186042015585,23,34,13.26644,3111,122,8280,742772,295405,121733,518,146,38.504,1256.442948,31441,35979,177709,294004,5,455575,655968,11391,1204.672508,216886,53,68.72,65.41,100,NA
2019-2020,May,31,UTTAR PRADESH,3151,SIDDHARTH NAGAR,1497648,150.209470111779,24,53,8.4341141,1334,196,10335,2027220,439012,76884,3130,312,90.476,3143.9865341,81563,90809,254016,341255,1,372361,484163,11669,3045.07642,992047,32,55.21,65.27,105.31,NA
2019-2020,May,31,UTTAR PRADESH,3153,BASTI,1157442,138.473833580949,21,50,3.302,1231,161,17614,926168,211293,95964,365,170,21.356,1307.158335,43196,49833,245065,371383,0,379023,550882,18845,1282.500335,413713,43,78.29,65.54,100.52,NA
2019-2020,May,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,1562,236.94061302682,11,0,0,6,145,59,522,88,399,0,14,0,1.23683,44,50,988,1347,0,16007,18475,65,1.23683,82,12,54.25,54.25,100,NA
2019-2020,May,31,UTTAR PRADESH,3166,HATHRAS,124960,141.834600420375,16,11,1.344,449,216,1089,89444,24226,16562,158,49,2.392,130.59854,5525,6211,36125,56737,2,75108,108441,1538,126.86254,12533,15,51.66,54.47,101.69,NA
2019-2020,May,31,UTTAR PRADESH,3172,KUSHI NAGAR,839576,148.488343188524,22,142,25.0673,1365,82,19849,1061877,288298,98251,1526,441,46.23028,1648.061144,48218,54826,192306,305594,23,410848,588151,21214,1576.763564,381557,44,69.31,58.59,110.15,NA
2019-2020,May,31,UTTAR PRADESH,3181,AMETHI,507838,162.982293732818,24,28,8.96,2837,60,19056,459792,123582,56139,1885,803,17.3224,775.661948,18910,21431,112764,189554,0,234023,357903,21893,749.379548,164140,73,61.74,27.17,120.33,NA
2019-2020,April,31,UTTAR PRADESH,3119,MATHURA,106980,127.978174226608,18,0,0,37,472,5400,10538,2537,38768,52,255,0,13.48634,561,820,58194,100350,0,130606,216932,5437,13.48634,3701,22,56.83,29.29,151.97,NA
2019-2020,April,31,UTTAR PRADESH,3134,FARRUKHABAD,107337,152.732163323324,13,12,0,417,94,7508,156181,14364,14085,87,62,0,238.53862,11870,13719,64443,88933,0,152937,196117,7925,238.53862,49195,62,87.69,36.94,100.22,NA
2019-2020,April,31,UTTAR PRADESH,3138,JALAUN,319157,113.969139882485,16,30,0,886,169,12344,219377,62300,104514,242,385,0,250.02208,13273,18472,130919,292456,0,212822,441101,13230,250.02208,82346,52,71.07,48.32,107.34,NA
2019-2020,April,31,UTTAR PRADESH,3141,HAMIRPUR,214388,112.222828293343,18,15,0,500,19,9746,192130,39395,49151,52,75,0,215.61372,10486,14554,87438,176283,0,165807,318581,10246,215.61372,75264,47,59.24,58.72,106.14,NA
2019-2020,April,31,UTTAR PRADESH,3146,BAHRAICH,464655,130.554789078834,19,102,0,2919,78,20853,813100,115500,69441,3040,2906,0,1061.54099,41591,50121,219875,355299,1,458366,659740,23772,1061.54099,283854,87,64.01,30.74,101.32,NA
2019-2020,April,31,UTTAR PRADESH,3150,SULTANPUR,277291,130.813100830448,20,34,0,1693,72,17225,534531,115045,60182,1010,420,0,699.236576,26133,28892,143828,207066,1,311643,417953,18918,699.236576,222087,75,66.08,28.97,99.95,NA
2019-2020,April,31,UTTAR PRADESH,3156,MAU,331282,117.90118635231,18,48,0,991,153,7290,312639,82600,63145,3754,1422,0,368.60509,17169,18562,152993,210047,0,246704,325709,8281,368.60509,132179,57,47.82,33.82,101.57,NA
2019-2020,April,31,UTTAR PRADESH,3164,GAUTAM BUDDHA NAGAR,713,323.666666666667,7,0,0,5,152,58,42,0,399,0,14,0,0.13594,6,6,988,1347,0,16007,18475,63,0.13594,0,12,0,0,100,NA
2019-2020,April,31,UTTAR PRADESH,3174,SANT KABEER NAGAR,345320,180.817853749761,18,12,0,1103,98,8862,266297,99646,92132,423,520,0,481.51252,14171,15758,151760,259622,0,283560,443907,9965,481.51252,123401,73,70.19,42.56,100.36,NA
2019-2020,April,31,UTTAR PRADESH,3180,KASHGANJ,123669,115.537866198186,14,9,0,495,205,1577,42122,7203,23417,88,64,0,48.66686,2945,3240,58384,107412,0,131442,208034,2072,48.66686,11908,26,71.61,73.9,101.67,NA
